,recipe_title,raw_ingre,main_ingredients,ingredients,steps,method_type,cook_time,difficult,kcal,feature,raw_ingre_sep
77,참치계란밥,"{'쌀밥': '2공기', '참치캔': '1개', '달걀': '3개', '소금': '약간', '캐찹': '적당히'}","해산물,곡류,난류",조미료,"1.달걀 3개를 깨서 소금 한꼬집을 넣고 풀어주세요.,2.참치캔을 따서 기름은 쪽 빼고 달걀에 넣어주세요.,3.달군팬에 버터를 넣어주세요.,4.밥을 볶아주세요.,5.참치달걀물을 부어주세요.,6.뒤적뒤적 골고루 볶은 후 통깨로 마무리",볶음,20분 이내,초급,,,"해산물,곡물전분류,난류,조미료"
78,마늘 불고기,"{'불고기용 고기': '300g', '진간장': '3T', '설탕': '3T', '다진마늘': '3T', '후추': '약간', '참기름': '약간'}",육류,조미료,"1.소고기나 돼지고기를 담백 고소한 등심부위로 골라서, 핏물을 제거하고 먹기좋게 썰어주세요,2.이제 양념장을 만들러 고고! 진간장, 다진마늘, 설탕을 1:1:1비율로 넣고 후추도 조금 넣고 섞어줍니다 야채가 들어가지 않기때문에 마늘을 듬뿍 넣어주는게 핵심이자 포인트!,3.달군 프라이팬에 불고기를 올려 익혀주세요,4.초간단 마늘 불고기 완성! 갑자기 손님이 찾아온다거나, 후다닥 집밥을 차려야 할때, 너무나 든든하게 우릴 지켜줄 꿀같은 메뉴 'ㅂ' 초간단 마늘 불고기! 우리 이웃님들도 한번 도전해보세요~ :) 저는 다시 돌아올게요 남은하루 즐겁게 보내세요 씨유쑨! ♥",볶음,15분 이내,초급,,,"육류,조미료"
79,시금치베이컨볶음,"{'시금치': '', '베이컨': '', '다진마늘': '', '통깨': ''}","채소류,조리가공품류",조미료,"1.가장먼저 할일은 시금치를 다듬어 깨끗히 씻어주는 일인데요. 흙이 씹히지않도록 깨끗히 씻어주는게 중요하답니다. 그리고 베이컨도 준비해주시구요. 저는 베이컨이 좀 길어서 반잘라서 준비해주었어요.                   ,2.그리고 후라이팬에 베이컨을 구워주는데요. 베이컨에서 기름이 나오기때문에 따로 기름을 안넣어주셔도 된답니다^^,3.베이컨이 어느정도 앞뒤로 구워지면 다진마늘 1스푼 넣어서 같이 볶아줍니다. 이때 다진마늘과 베이컨의 향은 정말 최고임 ㅜㅜ,4.그리고 씻어준 시금치를 넣어 같이 볶아줍니다. 처음에 넣었을땐 시금치가 넘칠것같았는데 볶아주다보면 숨이죽어서 전혀~ 오히려 시금치를 많이 넣어주는게 훨씬 맛있어요!                   ,5.베이컨자체에 간이 되있어 따로 간할 필요두 없구 그냥 고소하라고 통깨만 듬뿍 뿌려주면 끝!!",볶음,15분 이내,아무나,,,"채소류,조리가공품류,조미료"
80,,"{'칵테일 새우': '1컵(종이컵)', '식용유': '3T', '다진마늘': '1T', '버터': '1T', '후추': '톡톡', '케찹': '2T', '고추가루': '1T', '설탕': '1T', '간장': '1T', '식초': '1T'}","해산물,유제품,조미료",조미료,"1.먼저 케찹2T,고춧가루1T 설탕1T,간장1T,식초1T를 섞어줍니다.(T:성인 숟가락 기준)소스는 본인 기호에 맞게 조절하셔도 된다고 해요,2.달궈진 팬에 식용유 3스푼을 둘러준 뒤 마늘 1스푼을 달달달 볶아 마늘기름을 만듭니다.,3.마늘 기름에 칵테일 새우를 넣고 볶아 줍니다.,4.새우가 어느 정도 볶아지면 이제 미리 만들어 놓은 양념을 다 넣고 골고루 볶아 줍니다!백주부님은 물을 조금 넣으라고 하셨는데 냉동된 칠리새우라 그런지 물기가 많이 생겨 따로 물을 넣진 않았어요볶다가 소스가 약간 되직하다 싶으면 그때 물을 약간 넣어 조절하셔요,5.버터 1스푼을 넣고 다시한번 골고루 볶아준뒤 후추 조금 뿌려주면 완성입니다!,6.맥주와 환상궁합 백종원 칠리새우 완성입니다. 한입 먹어보니 감칠맛이 확 돌면서 참 맛있어요!맥주안주는 말할것도 없고 반찬으로도 참 좋아요!",볶음,15분 이내,아무나,,,"해산물,유제품,조미료"
81,까르보나라 떡볶이,"{'떡볶이떡': '', '양파': '1/2개', '베이컨': '3줄', '브로컬리': '조금', '계란 노른자': '1개', '다진마늘': '1/2스푼', '우유': '400ml', '허브솔트': '톡톡', '슬라이스치즈': '2장'}","채소류,조리가공품류,곡류","유제품,조미료","1.떡을 제외한 속재료는 베이컨, 양파, 브로컬리에요. 새우나, 해물종류를 넣어도 좋아요.,2.냉동고에 있던 떡볶이떡을 빼서 찬물에 약 20분정도 불려주세요. 떡볶이양은 국그릇에 가득 담길 정도로 만들었어요. 대략 2인분이라고 생각하시면 되요.,3.불려주신후에는 끓는물에 약 3~5분정도 데쳐서 찬물에 헹궈주세요. 미리 데쳐서 사용하시면 조리시에 떡이 퍼지지 않아요.,4.이때에 브로컬리도 끓는물에 데쳐주세요.,5.팬에 기름을 두른후 다진마늘을 넣고 마늘향이 올라올때까지 볶아주세요.,6.향이 올라오면 베이컨과 양파를 넣고 볶아주시구요.,7.이후엔 불려놓은 떡을 넣고 약 2분정도 재료와 함께 볶아주시다가 우유 2컵(=400ml)을 넣고 끓여주세요.,8.간은 이때에 하시면 되는데요. 허브솔트로 대략 2번정도 톡톡해서 넣으시면 되요. 기호에 따라서 간은 가감하시거나 추가하시면 되구요.,9.우유거품이 올라오기 시작하면,10.치즈와 미리 데쳐놓았던 브로컬리를 넣고 치즈가 녹을때까지 끓여주세요.,11.우유크림소스가 어느정도 걸죽하니 노오란 색감을 띄면 달걀 노른자를 톡 넣고 휘리릭 섞어서,12.1~2분정도 끓여주시면 되세요.,13.완성된 생크림없이 만든 까르보나라떡볶이 에요. 진한 체다치즈의 향이 솔솔~걸죽하고 진한 크림소스 맛이 고소하니 맛있어요. 그릇에 담으실때에 파슬리가루 조금 뿌려주시면 데코로 OK",볶음,30분 이내,아무나,,,"채소류,조리가공품류,유제품,곡물전분류,난류,조미료"
82,카라멜 식빵팝콘,"{'식빵': '2장', '설탕': '1/2컵', '물': '1/3컵', '버터': '1조각', '우유': '1/2컵'}",곡류,"유제품,기타","1.캐러멜 식빵 팝콘 재료는 간단해요. 식빵 2장과 설탕 1/2 컵, 물 1/3 컵, 버터 1 조각, 우유 1/2컵만 있으면 땡! * 우유는 상온에 30분 정도 두어 냉기를 빼주도록 해요.,2.먼저 식빵은 가로세로 1 ~ 1.5cm 정도의 크기로 잘라 준비하고요. 아무것도 두르지 않은 팬에 식빵을 넣고 수분을 완전히 말려준다는 느낌으로 바삭바삭하게 구워줍니다.,3.하나 집어서 씹어보니 바삭바삭하니 아주 잘 구워졌어요 ㅎㅎ 구운 식빵은 요렇게 잘 펼쳐서 한 김 식혀주시고요. 이제 달콤한 캐러멜 소스를 만들러 가보자구요 +_+,4.[캐러멜 소스 만들기] 식빵 부스러기를 깨끗이 닦아낸 후 설탕 1/2 컵, 물 1/3 컵을 넣고 약불에서 끓여줍니다. (젓지 않기) 설탕이 다 녹으면 버터 1조각을 넣어주시고요. *좀 더 진한 색상을 원하시면 물+설탕이 갈색이 될 때까지 졸여준 뒤 버터를 넣어주세요.,5.버터가 완전히 녹으면 우유 1/2 컵을 붓고 걸쭉해질 때까지 계속해서 저어주세요.,6.캐러멜 소스가 완성되면 미리 구워놓은 식빵을 넣고 잘 버무려주시고요.,7.유산지 위에 넓게 펼쳐 식혀주기만 하면 카라멜 식빵팝콘 만들기 완성 :)",볶음,15분 이내,초급,,,"유제품,곡물전분류,조미료,기타"
83,콩나물 불고기,"{'대패삼겹살': '500g', '대파': '적당량', '콩나물': '2줌', '고추장': '5숟가락', '고춧가루': '4숟가락', '간장': '2숟가락', '설탕': '3숟가락', '다진 마늘': '2숟가락'}","채소류,육류",조미료,"1.먼저 파를 큼직하게 썰어줍니다.,2.양념을 모두 넣고 섞어주세요.고추장 5숟가락, 고춧가루 4숟가락, 간장 2숟가락, 설탕 3숟가락, 다진 마늘 2숟가락 ,3.팬에 고기, 콩나물을 넣고 볶아줍니다.중불,4.만들어둔 양념을 넣고 잘 섞어줍니다.약불,5.콩나물에서 물이 나오면 중불로 높여 볶아주세요.중불,6.대파를 넣고 한번 더 볶아주면 완성!",볶음,30분 이내,아무나,,,"채소류,육류,조미료"
84,소세지 숙주볶음,"{'숙주': '250g', '양파 반개': '50g', '마늘': '3톨', '홍고추': '2개', '비엔나 소세지 10개정도': '90g', '고추기름': '2숟가락', '설탕': '0.7숟가락', '후추': '0.2숟가락', '맛술': '1숟가락', '간장': '1숟가락', '굴소스': '1숟가락', '청양고춧가루': '1숟가락'}","채소류,조리가공품류","채소류,조미료","1.숙주를 빠르고 아삭하게 익히기 위해서 분량의 양념장을 미리 섞어 두세요~ 청양고춧가루 대신 고춧가루 ok아이랑 함께 먹을 경우 고춧가루를 빼도 좋아요,2.마늘은 굵게 다져요통마늘이 없으면 다진마늘 한스푼을 사용하세요,3.양파는 가늘게 채 썰고,4.홍고추도 송송 썰어주세요풋고추로 대체 또는 생략가능,5.소세지는 길이로 3등분 해서 잘라주었어요,6.마지막으로 숙주를 깨끗이 씻어 스피너 등을 이용해 물기를 쭉 빼두세요~ 숙주에 물기가 흥건하면 안됩니다 ^^,7.중약불로 달군 팬에 고추기름 2를 두르고  다진마늘을 넣어 볶아요~중약불,8.마늘의 가장자리가 투명해지면 소세지를 넣고 익혀줍니다~,9.소세지가 노릇노릇 익으면 중강불로 바꾼 후 양파를 넣어 30초 정도 볶다가중강불,10.숙주와 홍고추, 양념장을 붓고 딱 15초만 볶아내면 완성입니다 ^^,11.팬의 잔열에 익으니 얼른 덜어내 주시고~ 싱거우면 간장을 조금 더 넣어주세요 ^^,12.짜지도 싱겁지도 않은 간에 매콤함까지 더해져 쉴새 없이 집어먹게 된답니다~  15초만 딱 볶아낸 숙주가 입안에서 아삭아삭 난리가 나요~,13.밥이랑 먹어도 맛있고, 안주로 즐겨도 좋고, 야식으로도 참 괜찮은 소세지숙주볶음!! 모두모두 맛있게 드시고 언제나 어디서나 건강하세요 :D",볶음,20분 이내,아무나,,,"채소류,조리가공품류,조미료"
85,새송이버섯볶음,"{'새송이버섯': '2개', '오일': '약간', '물': '5스푼', '고추장': '1스푼', '고춧가루': '1티스푼', '참기름': '2티스푼', '간장': '2티스푼', '설탕': '2티스푼', '다진마늘': '1티스푼'}",버섯류,"조미료,기타","1.후라이팬에 오일을 살짝 두른 후 버섯을 올려서 구워줍니다.,2.반대편도 맛있게 구워줍니다.,3.버섯을 굽는동안, 양념장을 만들어줍니다.,4.버섯 위에 양념장을 부어줍니다.,5.버섯에 양념이 잘 베도록 볶아주면 완성입니다.",볶음,30분 이내,초급,,,"버섯류,조미료,기타"
86,치즈 불닭,"{'닭가슴살 통조림(중간크기)': '1캔', '양파(작은거)': '1개', '양배추': '1줌', '고추장': '2T', '고춧가루': '3T', '간장': '1T', '설탕': '2T', '다진마늘': '1T'}","육류,기타","채소류,조미료,기타","1.재료를 준비해주세요.,2.우선 양파를 한입 크기로 썰어줍니다 :) 취향껏 채썰어도 좋아요,3.양배추도 같은 크기로 썰어주세요,4.모든 양념을 넣고 섞어주세요고추장2T, 고춧가루3T, 간장1T, 설탕2T, 다진마늘1T,5.팬에 닭가슴살, 야채, 양념을 모두 넣어주세요,6.볶다보면 야채에서 물이 나오지만 물을 조금 첨가해 주셔도 좋아요.중불,7.이제 기름을 두르고 센불에 마무리로 볶아주세요센불,8.이대로 먹어도 좋지만 저는 치즈를 추가해볼게요.,9.전자레인지에 돌려주면 끝!전자레인지",볶음,30분 이내,아무나,,,"채소류,육류,조미료,기타"
87,소고기표고버섯덮밥,"{'채 썬 표고버섯': '4개', '채 썬 양파': '1/2개', '채 썬 당근': '1/5개', '소고기': '100g', '전분': '1T', '물': '300ml', '간장': '2T', '다진마늘': '1/2T', '맛술': '1T', '굴소스': '1T', '설탕': '1/2T', '참기름': '1T', '후추': '약간'}","채소류,육류,버섯류","조미료,기타","1.볼에 고기를 넣고 간장 1T , 다진마늘 1/2T , 맛술 1T 넣어 고기 밑간을 한다.소고기 100g볼,2.팬에 밑간 한 고기를 볶다가 채 썬 양파 , 채 썬 당근을 넣고 볶는다.채 썬 양파1/2개, 채 썬 당근 1/5개팬,3.양파가 투명해 지면 표고버섯을 넣어 볶는다.채 썬 표고버섯 4개,4.버섯이 숨이 죽으면 간장 2T , 굴소스 1T , 설탕 1/2T 를 넣어 간을 한다.,5.재료가 볶아지면 물 300ml를 넣어 한소끔 끓인다..,6.볼에 전분 1T , 물 50ml를 넣고 전분 물을 만들어 넣어 뭉치지 않게 바로 섞는다.,7.마지막으로 불을 끈 후 후추 약간 과 참기름 1T를 넣어 완성한다.",볶음,30분 이내,아무나,,,"채소류,육류,버섯류,조미료,기타"
88,푸팟퐁커리,"{'카레가루': '3큰술', '크래미': '90g', '계란': '2개', '우유': '400ml', '대파': '1/4개', '양파': '1/2개', '페페론치노': '6개', '튀김가루': '', '물': '', '고춧가루': '1큰술', '다진마늘': '1큰술', '간장': '1큰술', '올리고당': '1큰술', '식초': '1큰술'}","해산물,유제품,난류,조미료","채소류,조미료,기타","1.양파와 대파는 송송 썰고, 페페론치노는 잘게 으깨주세요.,2.크래미 맛살은 먹기 좋은 크기로 썰어줍니다.,3.튀김가루와 물을 넣고 튀김반죽을 만들어 준 뒤 맛살을 넣어줍니다.,4.프라이팬에 식용유를 두르고 맛살을 노릇하게 튀겨주세요.,5.그 다음 팬에 대파를 넣고 파기름을 내준 뒤  고춧가루 1큰술, 다진마늘 1큰술, 페페론치노를 넣고 같이 볶아주세요.,6.재료들이 잘 섞이면 여기에 양파를 넣고 살짝 볶아주세요.,7.양파가 반투명하게 익으면 여기에 간장 1큰술, 올리고당 1큰술, 식초 1큰술을 넣고 다시 한번 더 볶아주세요.,8.다음 카레가루 3큰술을 넣어주세요. (카레가루는 듬뿍),9.살짝 한번 볶아준 뒤 우유 400ml를 부어주세요.,10.카레가 걸쭉하게 끓어오르면 계란 2개를 넣고 잘 섞어주세요.,11.계란이 다 익으면 여기에 맛살튀김을 넣고  살짝 한번 끓여주면 완성입니다.",볶음,30분 이내,초급,,,"채소류,해산물,유제품,난류,조미료,기타"
89,두부볶음,"{'단단한 두부': '1모', '다진 마늘': '1Ts', '물': '3Ts', '고추장(평평하게 깎아서 계량)': '1Ts', '간장': '1Ts', '굴소스': '1/2Ts', '올리고당': '2Ts', '참기름': '1Ts', '깨': '1Ts'}",채소류,"해산물,조미료,기타","1.두부는 얇팍하게 썰어주세요두께가 약 5mm정도 되게~ 그리고 키친타올로 물기를 닦아서 달군팬에 오일을 두르고 중불에서 구워줍니다,2.앞뒤로 노릇노릇 바삭하게 ~~ 여기에서 노릇하게 구워주셔야 두부고기처럼 쫄깃한 식감을 얻을 수 있답니다~,3.두부가 다 구워졌다면 다진마늘을 약불에서 오일에 골든브라운이 될때까지 볶아주세요그리고 색이나면 바로 물을 3Ts넣어주세요 그래야 마늘이 타지않는답니다~,4.볶은 마늘에 고추장, 간장, 굴소스, 올리고당을 넣고 약불에서 끓이다가 가상자리에 부르르끓어오르면,5.구운두부를 넣고 볶다가,6.참기름, 깨를넣고 버무려서,7.접시에 담아냅니다",볶음,15분 이내,아무나,,,"채소류,해산물,조미료,기타"
90,연두부달걀볶음,"{'달걀': '2개', '연두부': '1팩', '우유': '2T', '소금': '약간', '후추': '약간', '부추': '약간', '참기름': '1방울'}","유제품,난류,조미료","채소류,조미료","1.달걀은 소금, 후추 굵직하게 갈아넣고 잘 풀어 놓아요 우유 살짝 넣고..,2.팬에 오일둘러 키친타올로 닦은 후 에그스크램블 처럼 만들어요,3.쓱쓱~ 두어번 저어 달걀이 익어간다 싶을때 연두부 1팩넣고 저으며 잘 섞어 줍니다,4.쉐킷쉐킷~~ ㅎ,5.냉동실에 두었던 부추  쪼매넣고 같이 볶아요 부추대신 쪽파, 대파 등 어떤 것이든 좋아요,6.참기름 톡~~ 한 방울 넣고 마무리 합니다",볶음,5분 이내,아무나,,,"채소류,유제품,난류,조미료"
91,떡강정,"{'떡볶이떡': '15개', '고추장': '1티스푼', '케찹': '2T', '올리고당': '2T'}","곡류,조미료",조미료,"1.떡 물에 헹궈 물기를 빼고 준비한다,2.볼에 고추장,케찹,올리고당을 넣고 섞어준다,3.달군 팬에 기름을 넉넉히 두르고 튀기듯 노릇노릇 구워준다,4.양념소스를 붓고,5.약불에서 빠르게 볶아내면 완성,6.그릇에 담고 맛있게 냠~ 냠~",볶음,15분 이내,아무나,,,"곡물전분류,조미료"
92,간장 떡볶이,"{'떡국떡': '300g', '비엔나소시지 통통한 거': '5개', '양파': '1/2개', '대파': '1/4대', '간장': '3스푼', '맛술': '2스푼', '올리고 당': '2스푼', '다진 마늘': '0.7스푼', '참기름': '1스푼', '물': '2/3컵', '후춧가루': '약간'}","조리가공품류,곡류","채소류,조미료,기타","1.냉동실에 보관해둔 떡은 물에 헹궈 뜨거운 물에 5분 정도 담갔다 사용했습니다. 비엔나소시지는 3~4등분 해주고, 양파 1/2개는 채 썰어주고 대파는 어슷 썰어 준비해주세요.,2.양념재료인 간장 3, 맛술 2, 올리고 당 2, 다진 마늘 0.7, 참기름 1, 후춧가루 약간 그리고 물 2/3컵을 모두 한데 넣어 고루 섞어 소스를 만들어주세요,3.팬에 식용유를 두르고 떡볶이 떡, 양파, 소시지, 대파를 모두 넣어 달달 볶아주고 2~3분 정도,4.만들어 놓은 떡볶이 소스를 모두 넣어,5.보글보글 끓여주세요. 떡국떡이 얇다 보니 간이 잘 베인답니다. 국물이 자박자박해지면 취향껏 후춧가루를 더 가미해 마무리해줍니다.,6.간장 떡볶이 완성 ^^",볶음,30분 이내,아무나,,,"채소류,조리가공품류,곡물전분류,조미료,기타"
93,베이컨볶음,"{'베이컨': '7줄', '양배추': '1/8'}","채소류,조리가공품류",,"1.양배추양은 원하시는만큼 사용하심되는데요 전 아삭하니 달큰한 양배추 맛을 좋아해서 좀 많이넣었답니다^^ 먼저 양배추를 먹기좋은 한입크기로 썰어주세요 그리고 베이컨도 비슷한 크기로 썰어줍니다~,2.베이컨에서 나오는 짠맛으로도 간은 커버가 되니까요 베이컨을 너무 적지않게 넣어주시는것이 좋답니다~~ 중불에서 베이컨을 팬에 볶아주세요~ 살짝 노릇해질정도만요~~,3.양배추를 넣고 베이컨과 같이 볶다가,4.수분이 생기기 시작하면 센불로 살짝 더 볶아서 끝 너무익히면 아삭거리는 식감이 사라지니까요 살짝 투명해질때까지요~~ 간도 따로 할필요 없고 너무쉬워서 민망하지만 맛은 끝내줍니다~~,5.마지막으로 접시에 담아내면 끝~ 간단히 식사를 해결해야할때 만들어 보세요~~^^",볶음,10분 이내,아무나,,,"채소류,조리가공품류"
94,닭가슴살 깻잎볶음,"{'닭가슴살': '300G', '양파': '1개', '깻잎': '10장', '간장': '2T', '맛술': '2T', '다진마늘': '1T', '후춧가루': '조금', '설탕': '1T', '참기름': '조금'}","채소류,육류",조미료,"1.닭가슴살을 준비합니다 .,2.먹기좋게 썰어줍니다,3.간장2맛술2.다짐마늘1.설탕1.후춧가루조금.참기름한방울 넣고 양념장준비합니다.,4.닭가슴살에10분정도 재어둡니다.,5.양파잘게썰어준비하고,6.깻잎도 잘게썰어 준비합니다.,7.팬에 닭가슴살을 굽습니다.,8.오일을 안둘러도 됩니다.,9.깻잎을 넣어주고,10.뚜껑닫고 숨을죽인후ㅡ이과정은 깻잎은 금방숨죽어서 패스해도 됩니다 .,11.바로 양파넣고 볶다가 (2분정도 )통깨뿌립니다 .,12.양상추 씻어둔것을,13.접시에담고,14.볶은닭가슴살 얹어주고,15.그위 다시깻잎을 썰어 놓아줍니다 . 깻잎대신 파채놓아줘도 좋아요~",볶음,30분 이내,아무나,,,"채소류,육류,조미료"
95,알찜,"{'명태알': '500g', '이리': '200g', '콩나물': '250g', '대파': '15cm', '소금': '1큰술', '설탕': '1큰술', '고춧가루': '4큰술', '맛술': '2큰술', '멸치액젓': '1큰술', '간장': '5큰술', '굴소스': '3큰술', '다진마늘': '1큰술'}","채소류,해산물",조미료,"1.먼저 대파 15cm 정도 준비해서 송송 썰고 콩나물 250g 헹궈서 준비해주세요. 콩나물은 더 많이 넣는걸 추천!! 콩나물 양이 살짝 부족했어요!!,2.다음은 양념장을 만들어주세요. 설탕 1큰술, 고춧가루 4큰술, 맛술 2큰술, 멸치액젓 1큰술,  간장 5큰술, 굴소스 3큰술, 다진마늘 1큰술,3.끓는물에 소금 1큰술을 넣고 명태알과 이리를 넣고 5분간 데쳐주세요.,4.5분 후 명태알과 이리는 채에 건져서 찬물에 살짝만 헹궈주세요.,5.팬에 식용유를 두르고 대파를 넣고 1분간 볶아서 파기름을 만들어 줍니다.,6.그 후 한번 데친 알과 이리를 넣고 같이 볶아주세요. 이미 데쳐서 익었기 때문에 1분정도만 볶아주면 됩니다.,7.그 다음 콩나물을 넣고 양념장 3큰술을 넣고 볶아주세요.,8.콩나물 숨이 다 죽으면  남은 양념장을 넣고 다시 한번 더 볶아주세요.,9.마지막으로 후추 살짝 뿌려주면 완성입니다.",볶음,20분 이내,초급,,,"채소류,해산물,조미료"
96,오야꼬동,"{'닭고기': '350g', '양파': '1/2개', '계란': '3알', '파': '조금', '밥': '2공기', '미림': '1T', '소금': '0.5T', '후추': '톡톡', '간장': '2.5T', '설탕': '2t', '물': '2/3컵'}","채소류,육류,난류","곡류,조미료,기타","1.닭다리살이나 가슴살, 안심등 아무부위나 상관없어요 껍질과 기름을 제거한후 먹기좋은 크기로 잘라 찬물로 깨끗하게 씻어서 준비해주세요,2.닭고기 밑간을해주세요,3.양파는 채썰어 준비해주세요,4.파도 송송 썰어 주세요,5.파와 계란을 함께 넣고 섞어주세요열심히 풀지않고 대~충 섞어준다는 느낌으로 풀어주세요. 일본식 덮밥의 포인트!,6.기름 살짝 두른팬에 밑간해둔 닭고기를 볶아주세요,7.닭고기 겉이 노릇해지고 반쯤익었을때 양파도 함께 넣고 볶아주세요,8.분량대로 만들어둔 양념장도 모두 부어서 한번 부르르 끓여주세요,9.끓고나면 약한불로 닭고기를 익혀주세요,10.제일 약한불로 줄인후 위로 대~충 풀어준 계란을 부어주세요 그런다음, 뚜껑을 덮어 계란을 살짝만 익혀주세요,11.덮밥은 모두 익힌 계란보다는 요렇게 몽글몽글한 정도가 딱 좋더라구요^^,12.그릇에 밥을 먼저 담고~,13.그위로 완성된 닭고기를 올려주시면 됩니다",볶음,15분 이내,아무나,,,"채소류,육류,곡물전분류,난류,조미료,기타"
97,베이컨간장말이밥,"{'베이컨': '8장', '밥': '1컵정도', '간장': '1+1/2큰술', '매실액': '1큰술', '물엿': '1/2큰술', '청주': '1큰술', '굴소스': '1작은술', '후추': '조금'}","조리가공품류,곡류",조미료,"1.밥은 길이 3~3.5cm 정도의 타원형으로 밥을 통통하게 만들어 줍니다. (밥을 만드실때 밥을 단단하게 만들어 주세요. 단단하지 않게 하시면 간장양념으로 조리실때 밥알이 다 흐트러진답니다.),2.베이컨으로 밥을 돌돌 말아 줍니다.,3.볼에 간장 1+ 1/2큰술, 매실액 1큰술, 물엿 1/2큰술, 청주 1큰술, 굴소스 1작은술, 후추를 넣고 섞어 줍니다.,4.팬에 기름을 두르고 베이컨말이밥을 앞, 뒤로 구워 줍니다.,5.요렇게 앞, 뒤로 갈색빛이 돌때까지 익혀 주세요.,6.베이컨말이밥에 간장양념장을 붓고 조려 줍니다.,7.한번씩 앞,뒤로 뒤집어 주세요. (너무 많이 앞, 뒤로 뒤집으시면 밥알이 뭉그러질 수 있답니다. ) 간장양념장이 없을때까지 조려 주시면 완성입니다.",볶음,30분 이내,초급,,,"조리가공품류,곡물전분류,조미료"
98,햄 숙주볶음,"{'숙주': '1봉지(250g)', '채썬 햄': '1/2~1주먹', '다진 파': '1주먹', '청양 고추': '1개', '굴소스': '1/2~1T', '후추': '조금', '식용유': '1T', '참기름': '1t', '깨': '조금'}","채소류,조리가공품류",조미료,"1.숙주는 깨끗하게 씻어서 채반에 물기를 빼주세요.,2.대파를 얇게 썰어 준비 하세요,3.햄을 베이컨처럼 얇게 채 썰어 주세요. *뜨거운 물에 살짝 담갔다가 빼서 사용 하셔도 좋아요(기름기 제거),4.청양고추를 적당한 크기로 어슷 썰어주세요.,5.식용유에 파를 넣은 다음 중약불로 볶아 주세요.,6.파향이 나기 시작하면 햄, 고추를 넣고 익을랑 말랑 할때까지 볶아 주세요(중불) 중간에 햄의 냄새가 싫다면 후추를 한번 톡! 뿌려주세요.                   ,7.센불로 올려서 숙주와 굴소스를 넣고 빠르게 볶아주세요(살짝 익을랑 말랑 할때까지만!),8.불을 끈 뒤 참기름을 넣고 잔열로 빠르게 볶다가 얼른 접시로 옮겨주세요 (뜨거운 열에 숙주를 계속 두면 숨이 죽어요),9.접시에 담고 깨를 솔솔 뿌려주세요.",볶음,15분 이내,아무나,,,"채소류,조리가공품류,조미료"
99,시금치 파스타,"{'스파게티면': '100~150그램', '마늘': '6~7톨', '다진마늘': '1/2큰술', '시금치(포항초)': '4~5뿌리', '굴소스': '1작은술+', '올리브오일': '2큰술+', '소금': '', '후추': '', '굵은소금': ''}","채소류,조미료","조미료,기타","1.끓는물에 스파게티면과 굵은소금을 넣고 7분정도 삶는다 (패키지에 쓰인 삶는 시간에서 1~2분 덜 삶기),2.스파게티가 거의 삶아질 무렵 팬에 올리브오일을 두르고 편마늘과 다진마늘을 넣어 볶는다:비주얼상으로는 편마늘이 더 좋으나 마늘맛을 진하게 내는데는 다진마늘이 좋으므로 둘을 같이 넣어주면 좋아요 ,3.마늘이 노릇노릇 익으면 시금치와 굴소스를 넣고 볶는다굴소스 대신 맛간장을 넣어주어도 좋고 그냥 소금으로 간을 맞춰도 깔끔하고 맛있어요,4.스파게티면을 넣어 함께 볶아준다,5.필요하면 면수 좀 추가하고 소금+후추 넣어 마무리한다:,6.접시에 파스타를 담고 올리브오일을 휘리릭 두르고 파슬리가루를 뿌려낸다",볶음,15분 이내,아무나,,,"채소류,조미료,기타"
100,칵테일 새우 청경채 볶음,"{'청경채': '2개', '칵테일새우 또는 자숙새우': '1컵', '다진대파': '2큰술', '다진마늘': '1/2큰술', '식용유': '2큰술', '참기름': '1/2큰술', '간장': '1작은술', '굴소스': '1작은술', '설탕': '1/3작은술', '물': '1큰술', '전분가루': '1/3작은술'}","채소류,해산물","조미료,기타","1.*청경채는 밑둥을 자르고 한잎씩 떼어주세요. *냉동 칵테일새우은 해동해 주세요. *위의 분량의 양념을 넣고 섞어서 간장소스를 만들어주세요. *대파는 송송 썰어주세요.,2.팬에 식용유를 두르고 다진마늘과 대파를 넣고 볶아주세요.(2~3분정도),3.새우도 넣고 볶아주세요.(1~2분정도),4.청경채를 넣고 볶아주세요. 숨이 죽으면,5.간장 소스를 넣고 섞어주세요.,6.참기름을 두르고 완성그릇에 담아주세요.",볶음,10분 이내,아무나,,,"채소류,해산물,조미료,기타"
101,돈부리 덮밥,"{'양배추': '1/4통 중2장', '큰 비엔나 소시지': '3개', '양파': '1/4개', '달걀': '1개', '고명용 파': '적당량', '밥': '1공기', '간장': '1큰술', '맛술': '2큰술', '물': '2큰술', '설탕': '1/2큰술'}","채소류,조리가공품류","채소류,곡류,조미료,기타","1.재료준비,2.~ 소스 재료 섞어놓기 ~양배추, 양파 채썰기 ~ 소시지 동그란 모양대로 썰기 ~ 파 송송 썰어놓기 ~ 달걀 설렁설렁 대충 풀어놓기,3.~ 기름 조금 두른 팬에 양배추, 양파, 소시지 넣어 볶기,4.~ 양파가 투명해지면 소스 넣어 끓이기,5.~ 중불에서 끓이다가 양배추에 간장색이 입혀지면 달걀 붓기,6.~ 약불에서 뚜껑 덮어 달걀 반숙으로 익히기,7.~ 밥 위에 올린 후 파를 올려주면,8.양배추 돈부리 덮밥 완성~!",볶음,15분 이내,아무나,,,"채소류,조리가공품류,곡물전분류,난류,조미료,기타"
